,aggregator_name,transaction_date,e_product_id,e_backup_product_id,p_product_id,p_backup_product_id,product_title,vendor_code,product_type,imprint,product_format,publisher_price,trans_type,sale_type,agg_net_price_per_unit,tnf_net_price_per_unit,trans_currency,disc_percentage,disc_code,region_of_sale,total_rental_duration,pod,misc_product_ids,net_units,revenue_value,total_sales_count,total_sales_value,total_returns_count,total_returns_value
1685,FOLLETT,17-08-2020,9781466585553,1466585552,NA,NA,Computer Organization; Design; and Architecture; F(ebook)5th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
1686,FOLLETT,17-08-2020,9781466587793,1466587792,NA,NA,Computational Thinking for the Modern Problem Solv(ebook)1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,3,121.71000000000001,3,121.71000000000001,0,0.0
1687,FOLLETT,17-08-2020,9781466595576,1466595574,NA,NA,Hazard Mitigation and Preparedness (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
1688,FOLLETT,17-08-2020,9781466595576,1466595574,NA,NA,Hazard Mitigation and Preparedness (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,178.56,SALE,Sale,40.57,41.07,USD,0.77,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
1689,FOLLETT,17-08-2020,9781482231496,1482231492,NA,NA,Principles of Reinforced Concrete Design (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
1690,FOLLETT,17-08-2020,9781482269932,1482269937,NA,NA,Organizational Behavior and Public Management; Rev(ebook)3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
1691,FOLLETT,17-08-2020,9781498717052,1498717055,NA,NA,Introduction to Social Entrepreneurship (ebook),TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,63.75,SALE,Sale,54.57,54.82,USD,0.14,NA,US,0,NA,NA,3,163.71,3,163.71,0,0.0
1692,FOLLETT,17-08-2020,9781498728874,1498728871,NA,NA,Statistics for Engineering and the Sciences (ebook) 6th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,44.85,SALE,Sale,40.57,40.36,USD,0.09999999999999998,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
1693,FOLLETT,17-08-2020,9781498728874,1498728871,NA,NA,Statistics for Engineering and the Sciences (ebook) 6th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.84,RETURNS,Refund,40.57,40.49,USD,0.30000000000000004,NA,US,0,NA,NA,-1,-40.57,0,0.0,1,40.57
1694,FOLLETT,17-08-2020,9781498728874,1498728871,NA,NA,Statistics for Engineering and the Sciences (ebook) 6th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
1695,FOLLETT,17-08-2020,9781498728874,1498728871,NA,NA,Statistics for Engineering and the Sciences (ebook) 6th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,109.92,SALE,Sale,40.57,40.67,USD,0.63,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
1696,FOLLETT,17-08-2020,9781498728874,1498728871,NA,NA,Statistics for Engineering and the Sciences (ebook) 6th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,254.17,RETURNS,Refund,40.57,40.67,USD,0.84,NA,US,0,NA,NA,-1,-40.57,0,0.0,1,40.57
1697,FOLLETT,17-08-2020,9781621590040,1621590046,NA,NA,Sport Law (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,58.5,SALE,Sale,40.95,40.95,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.95,1,40.95,0,0.0
1698,FOLLETT,17-08-2020,9781621590125,1621590127,NA,NA,Financial Management in the Sport Industry (ebook),TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,61.0,SALE,Sale,35.0,34.77,USD,0.43000000000000005,NA,US,0,NA,NA,1,35.0,1,35.0,0,0.0
1699,FOLLETT,17-08-2020,9781621590255,1621590259,NA,NA,Literacy in Grades 4-8 (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,44.0,SALE,Sale,30.8,30.8,USD,0.30000000000000004,NA,US,0,NA,NA,1,30.8,1,30.8,0,0.0
1700,FOLLETT,17-08-2020,9781621590385,1621590380,NA,NA,Striking a Balance (ebook) 5th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,51.0,SALE,Sale,35.7,35.7,USD,0.30000000000000004,NA,US,0,NA,NA,1,35.7,1,35.7,0,0.0
1701,FOLLETT,17-08-2020,9781934432761,1934432768,NA,NA,Governance and Policy in Sport Organizations (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,45.0,RETURNS,Sale Reversal,31.5,31.5,USD,0.30000000000000004,NA,US,0,NA,NA,-1,-31.5,0,0.0,1,31.5
1702,FOLLETT,17-08-2020,9781934432761,1934432768,NA,NA,Governance and Policy in Sport Organizations (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,45.0,SALE,Sale,31.5,31.5,USD,0.30000000000000004,NA,US,0,NA,NA,1,31.5,1,31.5,0,0.0
1703,FOLLETT,17-08-2020,9781934432761,1934432768,NA,NA,Governance and Policy in Sport Organizations (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,45.0,SALE,Sale Correction,31.5,31.5,USD,0.30000000000000004,NA,US,0,NA,NA,1,31.5,1,31.5,0,0.0
1704,FOLLETT,17-08-2020,MTC:27138270,NA,NA,NA,Behavior; Truth and Deception,TAYL,EBK,Taylor & Francis Group; LLC,NA,-0.0,SALE,Create,-0.0,-0.0,USD,0.0,NA,US,0,NA,NA,1,0.0,1,0.0,0,0.0
1705,FOLLETT,17-08-2020,MTC:37328291,NA,NA,NA,Applied Communication Research Methods,TAYL,EBK,Taylor & Francis Group; LLC,NA,-0.0,SALE,Create,-0.0,-0.0,USD,0.0,NA,US,0,NA,NA,1,0.0,1,0.0,0,0.0
1706,FOLLETT,18-08-2020,9780429013911,429013914,NA,NA,Practicum and Internship (ebook) 6th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,69.95,SALE,Sale,48.97,48.96,USD,0.30000000000000004,NA,US,0,NA,NA,1,48.97,1,48.97,0,0.0
1707,FOLLETT,18-08-2020,9780429018626,429018622,NA,NA,Public Administration (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,99.95,SALE,Sale,69.97,69.96,USD,0.30000000000000004,NA,US,0,NA,NA,2,139.94,2,139.94,0,0.0
1708,FOLLETT,18-08-2020,9780429603754,429603754,NA,NA,Management Communication (ebook) 6th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,99.95,SALE,Sale,69.97,69.96,USD,0.30000000000000004,NA,US,0,NA,NA,1,69.97,1,69.97,0,0.0
1709,FOLLETT,18-08-2020,9780429647871,429647875,NA,NA,Psychopathology (ebook) 5th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,74.95,SALE,Sale,52.47,52.46,USD,0.30000000000000004,NA,US,0,NA,NA,1,52.47,1,52.47,0,0.0
1710,FOLLETT,18-08-2020,9780429648441,429648448,NA,NA,Television Production (ebook) 17th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,80.0,SALE,Sale,52.47,52.8,USD,0.33999999999999997,NA,US,0,NA,NA,1,52.47,1,52.47,0,0.0
1711,FOLLETT,18-08-2020,9780429683510,429683510,NA,NA,Motivation and Learning Strategies for College Suc(ebook)6th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,62.95,SALE,Sale,44.07,44.06,USD,0.30000000000000004,NA,US,0,NA,NA,1,44.07,1,44.07,0,0.0
1712,FOLLETT,18-08-2020,9780429688621,429688628,NA,NA,Innovation Renaissance (ebook),TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,44.95,SALE,Sale,31.47,31.46,USD,0.30000000000000004,NA,US,0,NA,NA,2,62.94,2,62.94,0,0.0
1713,FOLLETT,18-08-2020,9780429749551,NA,NA,NA,The Art of Voice Acting,TAYL,EBK,Taylor & Francis Group; LLC,NA,-0.0,RETURNS,Cancel,-0.0,-0.0,USD,0.0,NA,US,0,NA,NA,-1,0.0,0,0.0,1,0.0
1714,FOLLETT,18-08-2020,9780429749551,NA,NA,NA,The Art of Voice Acting,TAYL,EBK,Taylor & Francis Group; LLC,NA,-0.0,SALE,Create,-0.0,-0.0,USD,0.0,NA,US,0,NA,NA,1,0.0,1,0.0,0,0.0
1715,FOLLETT,18-08-2020,9780429753756,429753756,NA,NA,Corrections in the Community (ebook) 7th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,78.25,RETURNS,Refund,66.47,66.51,USD,0.15000000000000002,NA,US,0,NA,NA,-4,-265.88,0,0.0,4,265.88
1716,FOLLETT,18-08-2020,9780429753756,429753756,NA,NA,Corrections in the Community (ebook) 7th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,78.25,SALE,Sale,66.47,66.51,USD,0.15000000000000002,NA,US,0,NA,NA,1,66.47,1,66.47,0,0.0
1717,FOLLETT,18-08-2020,9780429758430,042975843X,NA,NA,Electronic and Experimental Music (ebook) 6th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,59.95,SALE,Sale,41.97,41.96,USD,0.30000000000000004,NA,US,0,NA,NA,1,41.97,1,41.97,0,0.0
1718,FOLLETT,18-08-2020,9780429773648,429773641,NA,NA,Identity-Conscious Supervision in Student Affairs (ebook),TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,39.95,RETURNS,Refund,27.97,27.96,USD,0.30000000000000004,NA,US,0,NA,NA,-1,-27.97,0,0.0,1,27.97
1719,FOLLETT,18-08-2020,9780429795824,429795823,NA,NA,Analyzing American Democracy (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,105.0,SALE,Sale,73.5,73.5,USD,0.30000000000000004,NA,US,0,NA,NA,4,294.0,4,294.0,0,0.0
1720,FOLLETT,18-08-2020,9780429831362,429831366,NA,NA,The Foreign Policy of Russia (ebook) 6th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,55.0,SALE,Sale,38.47,38.5,USD,0.30000000000000004,NA,US,0,NA,NA,1,38.47,1,38.47,0,0.0
1721,FOLLETT,18-08-2020,9780429853012,429853017,NA,NA,International Human Rights (ebook) 5th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,51.0,SALE,Sale,35.67,35.7,USD,0.30000000000000004,NA,US,0,NA,NA,1,35.67,1,35.67,0,0.0
1722,FOLLETT,18-08-2020,9780429875441,429875444,NA,NA,Environmental Consulting Fundamentals (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,58.0,SALE,Sale,40.57,40.6,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
1723,FOLLETT,18-08-2020,9780429882333,429882335,NA,NA,Human Behavior in the Social Environment (ebook) 5th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,104.95,SALE,Sale,73.47,73.46,USD,0.30000000000000004,NA,US,0,NA,NA,1,73.47,1,73.47,0,0.0
1724,FOLLETT,18-08-2020,9780429882333,429882335,NA,NA,Human Behavior in the Social Environment (ebook) 5th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,105.0,SALE,Sale,73.47,73.5,USD,0.30000000000000004,NA,US,0,NA,NA,2,146.94,2,146.94,0,0.0
1725,FOLLETT,18-08-2020,9780429882364,042988236X,NA,NA,Social Work and Social Welfare (ebook) 5th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,104.95,SALE,Sale,73.47,73.46,USD,0.30000000000000004,NA,US,0,NA,NA,1,73.47,1,73.47,0,0.0
1726,FOLLETT,18-08-2020,9780429963193,042996319X,NA,NA,Social Stratification (ebook) 4th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,69.0,RETURNS,Refund,69.27,69.0,USD,0.0,NA,US,0,NA,NA,-1,-69.27,0,0.0,1,69.27
1727,FOLLETT,18-08-2020,9781000028232,1000028232,NA,NA,Social Policy for Effective Practice (ebook) 5th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,-0.0,RETURNS,Refund,-0.0,-0.0,USD,0.0,NA,US,0,NA,NA,-1,0.0,0,0.0,1,0.0
1728,FOLLETT,18-08-2020,9781000028232,1000028232,NA,NA,Social Policy for Effective Practice (ebook) 5th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,-0.0,SALE,Sale,-0.0,-0.0,USD,0.0,NA,US,0,NA,NA,1,0.0,1,0.0,0,0.0
1729,FOLLETT,18-08-2020,9781000028232,1000028232,NA,NA,Social Policy for Effective Practice (ebook) 5th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,79.35,RETURNS,Refund,80.5,80.14,USD,-0.010000000000000009,NA,US,0,NA,NA,-1,-80.5,0,0.0,1,80.5
1730,FOLLETT,18-08-2020,9781000769357,1000769356,NA,NA,Basic Quantitative Research Methods for Urban Planner(ebook),TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,39.96,SALE,Sale,30.07,29.97,USD,0.25,NA,US,0,NA,NA,1,30.07,1,30.07,0,0.0
1731,FOLLETT,18-08-2020,9781134030385,113403038X,NA,NA,Global Environmental Harm (ebook),TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,55.0,SALE,Sale,38.47,38.5,USD,0.30000000000000004,NA,US,0,NA,NA,1,38.47,1,38.47,0,0.0
1732,FOLLETT,18-08-2020,9781134059461,1134059469,NA,NA,Religion: The Basics (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,28.95,SALE,Sale,20.27,20.26,USD,0.30000000000000004,NA,US,0,NA,NA,1,20.27,1,20.27,0,0.0
1733,FOLLETT,18-08-2020,9781134155019,1134155018,NA,NA,Media; Gender and Identity (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,49.95,SALE,Sale,34.97,34.96,USD,0.30000000000000004,NA,US,0,NA,NA,1,34.97,1,34.97,0,0.0
1734,FOLLETT,18-08-2020,9781134554997,1134554990,NA,NA,France and the Second World War (ebook),TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,44.0,SALE,Sale,30.77,30.8,USD,0.30000000000000004,NA,US,0,NA,NA,1,30.77,1,30.77,0,0.0
1735,FOLLETT,18-08-2020,9781134575633,1134575637,NA,NA,The Sovereignty of Good (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,25.95,SALE,Sale,18.17,18.16,USD,0.30000000000000004,NA,US,0,NA,NA,1,18.17,1,18.17,0,0.0
1736,FOLLETT,18-08-2020,9781134643530,1134643535,NA,NA,International Human Resource Management (ebook) 5th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,66.0,SALE,Sale,73.5,73.26,USD,-0.1100000000000001,NA,US,0,NA,NA,16,1176.0,16,1176.0,0,0.0
1737,FOLLETT,18-08-2020,9781134656981,113465698X,NA,NA,Splintering Urbanism (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,76.95,SALE,Sale,53.87,53.86,USD,0.30000000000000004,NA,US,0,NA,NA,2,107.74,2,107.74,0,0.0
1738,FOLLETT,18-08-2020,9781134836468,1134836465,NA,NA,Thought as a System (ebook),TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,39.95,SALE,Sale,27.97,27.96,USD,0.30000000000000004,NA,US,0,NA,NA,2,55.94,2,55.94,0,0.0
1739,FOLLETT,18-08-2020,9781134991716,1134991711,NA,NA,Victimology (ebook) 8th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,105.0,SALE,Sale,73.5,73.5,USD,0.30000000000000004,NA,US,0,NA,NA,1,73.5,1,73.5,0,0.0
1740,FOLLETT,18-08-2020,9781135013813,1135013810,NA,NA,Family Policy Matters (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,84.95,SALE,Sale,59.47,59.46,USD,0.30000000000000004,NA,US,0,NA,NA,1,59.47,1,59.47,0,0.0
1741,FOLLETT,18-08-2020,9781135127077,1135127077,NA,NA,My Father's Wars (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,33.88,RETURNS,Refund,30.77,30.83,USD,0.08999999999999997,NA,US,0,NA,NA,-1,-30.77,0,0.0,1,30.77
1742,FOLLETT,18-08-2020,9781135127077,1135127077,NA,NA,My Father's Wars (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,33.88,SALE,Sale,30.77,30.83,USD,0.08999999999999997,NA,US,0,NA,NA,3,92.31,3,92.31,0,0.0
1743,FOLLETT,18-08-2020,9781135127077,1135127077,NA,NA,My Father's Wars (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,43.95,SALE,Sale,30.77,30.76,USD,0.30000000000000004,NA,US,0,NA,NA,1,30.77,1,30.77,0,0.0
1744,FOLLETT,18-08-2020,9781135145712,1135145717,NA,NA,Community Justice (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,58.53,SALE,Sale,46.17,46.24,USD,0.20999999999999996,NA,US,0,NA,NA,3,138.51,3,138.51,0,0.0
1745,FOLLETT,18-08-2020,9781135145729,1135145725,NA,NA,Community Justice (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
1746,FOLLETT,18-08-2020,9781135167639,113516763X,NA,NA,Fundamentals of Sustainable Development (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
1747,FOLLETT,18-08-2020,9781135218706,1135218706,NA,NA,Simple Formal Logic (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
1748,FOLLETT,18-08-2020,9781135364649,1135364648,NA,NA,Wars Of Imperial Conquest In Africa; 1830-1914 (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,52.0,SALE,Sale,36.37,36.4,USD,0.30000000000000004,NA,US,0,NA,NA,1,36.37,1,36.37,0,0.0
1749,FOLLETT,18-08-2020,9781135811563,1135811563,NA,NA,Research Design and Statistical Analysis (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,58.0,SALE,Sale,40.57,40.6,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
1750,FOLLETT,18-08-2020,9781135857387,1135857385,NA,NA,Teaching ESL/EFL Reading and Writing (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,44.95,SALE,Sale,31.47,31.46,USD,0.30000000000000004,NA,US,0,NA,NA,1,31.47,1,31.47,0,0.0
1751,FOLLETT,18-08-2020,9781135957025,1135957029,NA,NA,Sound for Digital Video (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,61.0,SALE,Sale,42.67,42.7,USD,0.30000000000000004,NA,US,0,NA,NA,1,42.67,1,42.67,0,0.0
1752,FOLLETT,18-08-2020,9781136023149,1136023143,NA,NA,Videojournalism (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,69.95,SALE,Sale,48.97,48.96,USD,0.30000000000000004,NA,US,0,NA,NA,2,97.94,2,97.94,0,0.0
1753,FOLLETT,18-08-2020,9781136043468,1136043462,NA,NA,The Visual Story (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,50.18,SALE,Sale,27.27,27.1,USD,0.45999999999999996,NA,US,0,NA,NA,1,27.27,1,27.27,0,0.0
1754,FOLLETT,18-08-2020,9781136271519,1136271511,NA,NA,Progressive Community Organizing (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,-0.0,RETURNS,Refund,-0.0,-0.0,USD,0.0,NA,US,0,NA,NA,-1,0.0,0,0.0,1,0.0
1755,FOLLETT,18-08-2020,9781136271519,1136271511,NA,NA,Progressive Community Organizing (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,-0.0,SALE,Sale,-0.0,-0.0,USD,0.0,NA,US,0,NA,NA,2,0.0,2,0.0,0,0.0
1756,FOLLETT,18-08-2020,9781136271519,1136271511,NA,NA,Progressive Community Organizing (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,75.0,SALE,Sale,56.67,57.0,USD,0.24,NA,US,0,NA,NA,1,56.67,1,56.67,0,0.0
1757,FOLLETT,18-08-2020,9781136271519,1136271511,NA,NA,Progressive Community Organizing (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,80.95,SALE,Sale,56.67,56.66,USD,0.30000000000000004,NA,US,0,NA,NA,1,56.67,1,56.67,0,0.0
1758,FOLLETT,18-08-2020,9781136286575,1136286578,NA,NA,American Judicial Process (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,86.95,SALE,Sale,60.87,60.86,USD,0.30000000000000004,NA,US,0,NA,NA,1,60.87,1,60.87,0,0.0
1759,FOLLETT,18-08-2020,9781136316050,1136316051,NA,NA,Understanding Religion and Popular Culture (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,40.0,SALE,Sale,27.97,28.0,USD,0.30000000000000004,NA,US,0,NA,NA,1,27.97,1,27.97,0,0.0
1760,FOLLETT,18-08-2020,9781136322877,1136322876,NA,NA,Child Abuse and Neglect (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,110.0,SALE,Sale,77.0,77.0,USD,0.30000000000000004,NA,US,0,NA,NA,1,77.0,1,77.0,0,0.0
1761,FOLLETT,18-08-2020,9781136394027,1136394028,NA,NA,International Hospitality Management (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,65.95,SALE,Sale,46.17,46.16,USD,0.30000000000000004,NA,US,0,NA,NA,1,46.17,1,46.17,0,0.0
1762,FOLLETT,18-08-2020,9781136619243,1136619240,NA,NA,Environmental Justice (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,58.95,SALE,Sale,41.27,41.26,USD,0.30000000000000004,NA,US,0,NA,NA,1,41.27,1,41.27,0,0.0
1763,FOLLETT,18-08-2020,9781136768118,1136768114,NA,NA,On Dialogue (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,25.95,SALE,Sale,18.17,18.16,USD,0.30000000000000004,NA,US,0,NA,NA,2,36.34,2,36.34,0,0.0
1764,FOLLETT,18-08-2020,9781136854484,1136854487,NA,NA,Play Therapy (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,57.95,SALE,Sale,40.57,40.56,USD,0.30000000000000004,NA,US,0,NA,NA,1,40.57,1,40.57,0,0.0
1765,FOLLETT,18-08-2020,9781315311807,1315311801,NA,NA,Mass Media Revolution (ebook) 3rd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,54.95,SALE,Sale,38.47,38.46,USD,0.30000000000000004,NA,US,0,NA,NA,1,38.47,1,38.47,0,0.0
1766,FOLLETT,18-08-2020,9781315404127,1315404125,NA,NA,The History and Theory of Rhetoric (ebook) 6th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,105.0,SALE,Sale,73.5,73.5,USD,0.30000000000000004,NA,US,0,NA,NA,1,73.5,1,73.5,0,0.0
1767,FOLLETT,18-08-2020,9781315426556,1315426552,NA,NA,Indigenous Statistics (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,34.95,SALE,Sale,24.47,24.46,USD,0.30000000000000004,NA,US,0,NA,NA,2,48.94,2,48.94,0,0.0
1768,FOLLETT,18-08-2020,9781315436081,1315436086,NA,NA,Psychological Foundations of Marketing (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,56.95,SALE,Sale,39.87,39.86,USD,0.30000000000000004,NA,US,0,NA,NA,1,39.87,1,39.87,0,0.0
1769,FOLLETT,18-08-2020,9781315439556,1315439557,NA,NA,Global Crime and Justice (ebook) 1st,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,93.95,SALE,Sale,65.77,65.76,USD,0.30000000000000004,NA,US,0,NA,NA,1,65.77,1,65.77,0,0.0
1770,FOLLETT,18-08-2020,9781315450278,1315450275,NA,NA,Learning & Behavior (ebook) 8th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,220.0,SALE,Sale,154.0,154.0,USD,0.30000000000000004,NA,US,0,NA,NA,1,154.0,1,154.0,0,0.0
1771,FOLLETT,18-08-2020,9781315450384,1315450380,NA,NA,Communication in a Civil Society (ebook),TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,127.99,SALE,Sale,89.59,89.59,USD,0.30000000000000004,NA,US,0,NA,NA,2,179.18,2,179.18,0,0.0
1772,FOLLETT,18-08-2020,9781315473802,1315473801,NA,NA,Deaf People and Society (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,62.95,SALE,Sale,44.07,44.06,USD,0.30000000000000004,NA,US,0,NA,NA,1,44.07,1,44.07,0,0.0
1773,FOLLETT,18-08-2020,9781315474366,1315474360,NA,NA,Drugs in Society (ebook) 8th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,83.95,SALE,Sale,58.77,58.76,USD,0.30000000000000004,NA,US,0,NA,NA,1,58.77,1,58.77,0,0.0
1774,FOLLETT,18-08-2020,9781315506166,1315506165,NA,NA,Interpersonal Communication (ebook) 2nd,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,78.0,SALE,Sale,126.0,126.36,USD,-0.6200000000000001,NA,US,0,NA,NA,1,126.0,1,126.0,0,0.0
1775,FOLLETT,18-08-2020,9781315506920,1315506920,NA,NA,Communicating (ebook) 12th,TAYL,EBK,TAYLOR &FRANCIS/ROUTLEDGE,NA,180.0,SALE,Sale,126.0,126.0,USD,0.30000000000000004,NA,US,0,NA,NA,3,378.0,3,378.0,0,0.0
